id,domain,issue_type,image_path,text_description,location_type,severity,urgency,language,pair_difficulty,confidence_label
00738,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_002.jpg,Citizens are facing trouble due to lack of livelihood infrastructure near our street. Many families in the area are affected by this. It would be great if someone could visit and check the situation.,Semi-Urban,Low,Low,English,both_clear,high
00739,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_003.jpg,"हमारे गाँव के नज़दीक की स्थिति बहुत खराब है, यह lack of livelihood infrastructure से जुड़ी समस्या है।",Semi-Urban,High,Medium,Hindi,clear_text_unclear_image,medium
00740,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_004.jpg,Lack of livelihood infrastructure has been a problem behind the school since yesterday. Many families in the area are affected by this. We request the concerned department to inspect and resolve this at the earliest.,Rural,Medium,Medium,English,clear_text_unclear_image,medium
00741,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_005.jpg,"Sir/Madam, main road ke kinare lack of livelihood infrastructure ho raha hai, jaldi solve kijiye plz.",Semi-Urban,High,Medium,Hinglish,both_clear,high
00742,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_006.jpg,"Yeh lack of livelihood infrastructure wali problem colony gate ke paas ek hafte se se hai, koi dekhne nahi aaya abhi tak.",Semi-Urban,Medium,Medium,Hinglish,complementary,high
00743,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_007.jpg,"हमें हमारे गाँव के नज़दीक lack of livelihood infrastructure की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Urban,Medium,Low,Hindi,both_clear,high
00744,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_008.jpg,Kindly send someone to check this place.,Semi-Urban,Low,Low,English,vague_text_clear_image,medium
00745,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_009.jpg,Lack of livelihood infrastructure has been a problem near the market since yesterday. Nobody from the authorities has visited yet.,Urban,High,High,English,both_clear,high
00746,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_010.jpg,"स्कूल के पीछे lack of livelihood infrastructure की समस्या है, कृपया जल्द ठीक करें।",Rural,Medium,Low,Hindi,both_clear,high
00747,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_011.jpg,"बस स्टॉप के पास की स्थिति बहुत खराब है, यह lack of livelihood infrastructure से जुड़ी समस्या है।",Semi-Urban,Low,Low,Hindi,clear_text_unclear_image,medium
00748,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_012.jpg,There is a problem related to lack of livelihood infrastructure next to the bus stop.,Urban,Medium,High,English,both_clear,high
00749,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_013.jpg,"हमें कॉलोनी के गेट के पास lack of livelihood infrastructure की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Semi-Urban,High,Medium,Hindi,both_clear,high
00750,Rural Livelihoods,Lack of livelihood infrastructure,data/raw/images/rural_livelihoods/lack_of_livelihood_infrastructure/lack_of_livelihood_infrastructure_014.jpg,"There is a problem related to lack of livelihood infrastructure near the market. This is causing a lot of trouble to residents, especially elderly people and children. We request the concerned department to inspect and resolve this at the earliest. Plz look into this asap.",Semi-Urban,High,High,English,both_clear,high
00751,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_000.jpg,There is a problem related to poor rural road affecting businesses near the market. Children and elderly people use this path daily.,Semi-Urban,High,High,English,complementary,high
00752,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_001.jpg,This has been an issue for a while now.,Rural,High,High,English,vague_text_clear_image,medium
00753,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_002.jpg,Citizens are facing trouble due to poor rural road affecting businesses at the crossing.,Urban,High,High,English,both_clear,high
00754,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_003.jpg,Kindly send someone to check this place.,Urban,Medium,High,Hindi,vague_text_clear_image,medium
00755,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_004.jpg,"Yeh poor rural road affecting businesses wali problem hamari gali ke paas kal raat se se hai, koi dekhne nahi aaya abhi tak.",Rural,Medium,Medium,Hinglish,clear_text_unclear_image,medium
00756,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_005.jpg,Not sure who to contact but this needs attention.,Urban,Low,Low,Hindi,vague_text_clear_image,medium
00757,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_006.jpg,"gaon ke nazdeek poor rural road affecting businesses ki problem hai kal se, please jaldi fix karo.",Urban,Medium,Medium,Hinglish,clear_text_unclear_image,medium
00758,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_007.jpg,"There is some problem here, please check when possible.",Urban,High,High,English,vague_text_clear_image,medium
00759,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_008.jpg,There is a problem related to poor rural road affecting businesses near the colony gate. Many families in the area are affected by this. It would be great if someone could visit and check the situation. Please fix it soon.,Semi-Urban,High,High,English,both_clear,high
00760,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_009.jpg,We are facing an issue of poor rural road affecting businesses at the crossing for two weeks now. This is right next to the school.,Urban,High,High,English,complementary,high
00761,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_010.jpg,"हमें कॉलोनी के गेट के पास poor rural road affecting businesses की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Urban,Medium,Medium,Hindi,both_clear,high
00762,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_011.jpg,"Hamare area mein poor rural road affecting businesses ki dikkat hai, colony gate ke paas.",Urban,High,High,Hinglish,both_clear,high
00764,Rural Livelihoods,Poor rural road affecting businesses,data/raw/images/rural_livelihoods/poor_rural_road_affecting_businesses/poor_rural_road_affecting_businesses_013.jpg,There is a problem related to poor rural road affecting businesses next to the bus stop. Please take action soon.,Rural,High,High,English,both_clear,high
